Date,Trades,NetProfit,CumClosedNetProfit,Open/ClosedPositionProfit,CumMark-To-Market,Daily-Mark-To-Market
12/31/2007,0,0.00,23187.50,0.00,23187.50,0.00
01/01/2008,0,0,23187.50,0.00,23187.50,0
01/02/2008,0,0.00,23187.50,0.00,23187.50,0.00
01/03/2008,0,0.00,23187.50,0.00,23187.50,0.00
01/04/2008,0,0.00,23187.50,0.00,23187.50,0.00
01/05/2008,0,0,23187.50,0.00,23187.50,0
01/06/2008,0,0,23187.50,0.00,23187.50,0
01/07/2008,0,0.00,23187.50,0.00,23187.50,0.00
01/08/2008,0,0.00,23187.50,0.00,23187.50,0.00
01/09/2008,0,0.00,23187.50,0.00,23187.50,0.00
01/10/2008,0,0.00,23187.50,0.00,23187.50,0.00
01/11/2008,0,0.00,23187.50,0.00,23187.50,0.00
01/12/2008,0,0,23187.50,0.00,23187.50,0
01/13/2008,0,0,23187.50,0.00,23187.50,0
01/14/2008,0,0.00,23187.50,0.00,23187.50,0.00
01/15/2008,0,0.00,23187.50,0.00,23187.50,0.00
01/16/2008,0,0.00,23187.50,0.00,23187.50,0.00
01/17/2008,0,0.00,23187.50,0.00,23187.50,0.00
01/18/2008,0,0.00,23187.50,0.00,23187.50,0.00
01/19/2008,0,0,23187.50,0.00,23187.50,0
01/20/2008,0,0,23187.50,0.00,23187.50,0
01/21/2008,0,0,23187.50,0.00,23187.50,0
01/22/2008,0,0.00,23187.50,-937.50,22250.00,-937.50
01/23/2008,0,0.00,23187.50,675.00,23862.50,1612.50
01/24/2008,1,700.00,23887.50,700.00,23887.50,25.00
01/25/2008,0,0.00,23887.50,0.00,23887.50,0.00
01/26/2008,0,0,23887.50,0.00,23887.50,0
01/27/2008,0,0,23887.50,0.00,23887.50,0
01/28/2008,0,0.00,23887.50,0.00,23887.50,0.00
01/29/2008,0,0.00,23887.50,0.00,23887.50,0.00
01/30/2008,0,0.00,23887.50,0.00,23887.50,0.00
01/31/2008,0,0.00,23887.50,0.00,23887.50,0.00
02/01/2008,0,0.00,23887.50,0.00,23887.50,0.00
02/02/2008,0,0,23887.50,0.00,23887.50,0
02/03/2008,0,0,23887.50,0.00,23887.50,0
02/04/2008,0,0.00,23887.50,887.50,24775.00,887.50
02/05/2008,1,850.00,24737.50,850.00,24737.50,-37.50
02/06/2008,0,0.00,24737.50,0.00,24737.50,0.00
02/07/2008,0,0.00,24737.50,0.00,24737.50,0.00
02/08/2008,0,0.00,24737.50,0.00,24737.50,0.00
02/09/2008,0,0,24737.50,0.00,24737.50,0
02/10/2008,0,0,24737.50,0.00,24737.50,0
02/11/2008,0,0.00,24737.50,425.00,25162.50,425.00
02/12/2008,1,387.50,25125.00,387.50,25125.00,-37.50
02/13/2008,0,0.00,25125.00,0.00,25125.00,0.00
02/14/2008,0,0.00,25125.00,0.00,25125.00,0.00
02/15/2008,0,0.00,25125.00,0.00,25125.00,0.00
02/16/2008,0,0,25125.00,0.00,25125.00,0
02/17/2008,0,0,25125.00,0.00,25125.00,0
02/18/2008,0,0,25125.00,0.00,25125.00,0
02/19/2008,0,0.00,25125.00,0.00,25125.00,0.00
02/20/2008,0,0.00,25125.00,0.00,25125.00,0.00
02/21/2008,0,0.00,25125.00,0.00,25125.00,0.00
02/22/2008,0,0.00,25125.00,0.00,25125.00,0.00
02/23/2008,0,0,25125.00,0.00,25125.00,0
02/24/2008,0,0,25125.00,0.00,25125.00,0
02/25/2008,0,0.00,25125.00,0.00,25125.00,0.00
02/26/2008,0,0.00,25125.00,0.00,25125.00,0.00
02/27/2008,0,0.00,25125.00,0.00,25125.00,0.00
02/28/2008,0,0.00,25125.00,0.00,25125.00,0.00
02/29/2008,0,0.00,25125.00,0.00,25125.00,0.00
03/01/2008,0,0,25125.00,0.00,25125.00,0
03/02/2008,0,0,25125.00,0.00,25125.00,0
03/03/2008,0,0.00,25125.00,0.00,25125.00,0.00
03/04/2008,0,0.00,25125.00,-287.50,24837.50,-287.50
03/05/2008,0,0.00,25125.00,137.50,25262.50,425.00
03/06/2008,1,137.50,25262.50,137.50,25262.50,0.00
03/07/2008,0,0.00,25262.50,-725.00,24537.50,-725.00
03/08/2008,0,0,25262.50,-725.00,24537.50,0
03/09/2008,0,0,25262.50,-725.00,24537.50,0
03/10/2008,0,0.00,25262.50,-1587.50,23675.00,-862.50
03/11/2008,0,0.00,25262.50,837.50,26100.00,2425.00
03/12/2008,1,775.00,26037.50,775.00,26037.50,-62.50
03/13/2008,0,0.00,26037.50,0.00,26037.50,0.00
03/14/2008,0,0.00,26037.50,0.00,26037.50,0.00
03/15/2008,0,0,26037.50,0.00,26037.50,0
03/16/2008,0,0,26037.50,0.00,26037.50,0
03/17/2008,0,0.00,26037.50,0.00,26037.50,0.00
03/18/2008,0,0.00,26037.50,0.00,26037.50,0.00
03/19/2008,0,0.00,26037.50,0.00,26037.50,0.00
03/20/2008,0,0.00,26037.50,0.00,26037.50,0.00
03/21/2008,0,0,26037.50,0.00,26037.50,0
03/22/2008,0,0,26037.50,0.00,26037.50,0
03/23/2008,0,0,26037.50,0.00,26037.50,0
03/24/2008,0,0.00,26037.50,0.00,26037.50,0.00
03/25/2008,0,0.00,26037.50,0.00,26037.50,0.00
03/26/2008,0,0.00,26037.50,0.00,26037.50,0.00
03/27/2008,0,0.00,26037.50,0.00,26037.50,0.00
03/28/2008,0,0.00,26037.50,0.00,26037.50,0.00
03/29/2008,0,0,26037.50,0.00,26037.50,0
03/30/2008,0,0,26037.50,0.00,26037.50,0
03/31/2008,0,0.00,26037.50,0.00,26037.50,0.00
04/01/2008,0,0.00,26037.50,0.00,26037.50,0.00
04/02/2008,0,0.00,26037.50,0.00,26037.50,0.00
04/03/2008,0,0.00,26037.50,0.00,26037.50,0.00
04/04/2008,0,0.00,26037.50,0.00,26037.50,0.00
04/05/2008,0,0,26037.50,0.00,26037.50,0
04/06/2008,0,0,26037.50,0.00,26037.50,0
04/07/2008,0,0.00,26037.50,0.00,26037.50,0.00
04/08/2008,0,0.00,26037.50,0.00,26037.50,0.00
04/09/2008,0,0.00,26037.50,0.00,26037.50,0.00
04/10/2008,0,0.00,26037.50,0.00,26037.50,0.00
04/11/2008,0,0.00,26037.50,0.00,26037.50,0.00
04/12/2008,0,0,26037.50,0.00,26037.50,0
04/13/2008,0,0,26037.50,0.00,26037.50,0
04/14/2008,0,0.00,26037.50,0.00,26037.50,0.00
04/15/2008,0,0.00,26037.50,237.50,26275.00,237.50
